Description,TotalSalesDollars,ProfitMargin
Ramey Chard Sonoma Coast,4254.88,15.9282988
Ramon Bilbao Valinas Albarin,111.92,2.001429593
Ramon Cardova Garnacha,2500.61,67.39515558
Ramos Pinto 10-Yr Tawny Red,4668.87,47.79122143
Ramos Pinto Fine Ruby Red P,1678.88,27.03468979
Rampolla Sammarco Toscna IGT,989.82,92.54207836
Ranch 32 Chard,13.99,32.45175125
Rancho Zabaco Monte Rsso Znf,5740.72,10.30184367
Ransom Selection Pnt Nr,6497.4,86.15384615
Rastignac Pineau des Charent,167.88,34.66761973
Ravage Knight Fall Dark Red,8249.12,17.76686483
Ravenswood Barricia Znfdl,3058.3,49.24238956
Ravenswood Belloni Znfdl,3997.59,48.32611649
Ravenswood Big River Znfdl,1328.52,75.46292115
Ravenswood Mendocino OV Znfd,9323.51,19.36255766
Ravenswood Petite Sirah Vnts,7078.18,34.93920754
Ravenswood Teldschi Znfdl,1811.37,43.2385432
Ravenswood Vntrs Blend Znfdl,5385.04,35.02833777
Ravenswood Znfdl Lodi,1562.1,94.39216439
Ravines Cabernet Franc,409.75,75.95607077
Ravines Finger Rsl Lakes,2724.41,38.46153846
Ravines Gewurztraminer,16.99,35.49146557
Ravines Meritage,1472.39,90.30555763
Raymond Family Clsc Cab Svgn,7258.13,36.11357195
Raymond R Field Blend Lot 7,8287.72,37.28552606
Rebel Newmans Own Cab Svgn,529.47,17.47974389
Rebel Newmans Own Chard,199.8,22.04204204
Rebel Yell American Whisky,3358.4,94.36160076
Recanati Galilee Merlot,1512.11,10.7207809
Red Car Ritchie Vyd Chard,1006.81,96.37071543
Red Diamond Chard Wash,5028.64,33.30681854
Red Diamond Malbec,7441.25,36.1288762
Red Diamond Pnt Nr,7962.73,45.15323262
Red Diamond Shiraz Wash,527.49,58.54518569
Red Guitar Temp/Garnacha Nvr,5232.97,46.21734885
Red Newt Clrs Rsl Finger Lak,1232.08,32.03201091
Red Rock Pnt Nr,7181.65,46.49251913
Red Sox Club Series Cab Svgn,9747.03,36.70030768
Red Sox Club Series Chard Rs,1499.25,77.17191929
Red Stag Hardcore Cider,6865.7,74.52554
Red Truck Pnt Nr Cal,2283.81,33.17876706
Red Truck Znfdl Sonoma Cnty,71.94,31.94328607
Redtree Moscato,8.99,35.48387097
Redtree Pnt Nr,6210.72,47.32382075
Redwood Creek Malbec,4273.03,44.79982588
Regnard Macon Lugny Chard,131.94,31.51432469
Remy Martin VS Cognac,3213.07,76.85802155
Remy Martin XO Excelence VAP,1759.89,86.36392047
Renacer Enamore Red,7399.17,44.80353878
Rene Junot White,8612.28,39.46318513
Rentas De Fincas Rioja,899.25,55.29608007
Renwood BBQ Zinfandel,1151.04,47.54743536
Renwood California Znfdl,6094.44,42.14907358
Renzo Masi Chiant Rufina RS,7345.98,20.52455901
Renzo Masi Chianti Rufina,9448.83,35.87587035
Revana Cab Svgn Napa Vly,9679.12,79.94621412
Revel Stoke Roasted Pecan,1182.09,64.51031647
Revelation Chard Pays D'Oc,81.48,34.60972018
Rex Goliath Cab Svgn Free Ra,314.73,13.8690306
Rex Goliath Chard Free Range,583.54,26.17472667
Rex Goliath Free Range Red,5864.68,37.25216039
Rex Goliath Malbec,6435.76,43.36442005
Rex Goliath Moscato,301.54,2.102540293
Rex Goliath Pink Moscato,257.59,7.061609535
Rex Goliath Pnt Grigio Free,133.9,19.07393577
Rex Goliath Svgn Bl,366.68,13.75040908
Rex Hill Williamette Pnt Nr,3947.75,28.41046467
Rhetoric 22 Year Bourbon,9239.16,26.4751341
Rhiannon Proprietor's Red,1307.81,25.18638028
Rhone Roger Sabon 13 CDR Rou,1440.97,99.34835562
Rhum Barbancourt 3 Star,246.33,48.45938375
Rib Shack Red,395.64,32.84804368
Ricardo Santos Malbec Mendza,1218.3,58.07929082
Rickshaw Pnt Nr,1902.88,30.88371311
Ridge East Branch Znfdl,3448.85,24.5939951
Ridge Estate Cab Svgn,5206.01,41.50606703
Ridge Estate Merlot,2303.52,18.01416962
Ridge Lytton Petite Sirah,7869.52,56.72417123
Ridge Pagoni Ranch Znfdl,4564.8,20.07229232
Ridge Ponzo Vyds Znfdl,2275.24,58.97487738
Ridge Santa Cruz Mt Chard,4319.1,36.50065986
Ridge Znfdl Paso Robles,8485.34,30.52016772
Riebeek Cellars Cab Svgn,674.35,42.61140357
Riebeek Cellars Cape Rose,2559.03,88.15176063
Riebeek Cellars Chard,403.61,59.02975645
Riebeek Clrs Svgn Bl Swartld,2112.03,36.37116897
Righetti Campolieti Valpo,6592.12,25.29626281
Right Gin,359.88,22.47415805
Right Hand Man Syrah,37.98,38.49394418
Riglos Gran Cab Svgn,1849.26,99.06827596
Rihaku Nigori Dreamy Clouds,9854.52,32.28345977
Rio Madre 2014 Rose Rioja,947.07,86.63879122
Rioja Bordon Gran Rsva Tempr,5297.88,32.2585638
Rioja Vega Tempranillo Garna,9628.67,61.01642283
Riojana Cab Svgn,449.4,18.93190921
Riojana Chard,89.88,30.97463284
Riojana Malbec,179.76,33.77837116
Riondo Blu Prosecco,2704.13,91.71933302
Riondo Prosecco,575.64,33.77110694
Rittenhouse Rye Bonded Whsky,347.88,23.07692308
Riunite Bianco,227.76,17.80821918
Riunite Lambrusco Cuties,3645.72,34.0733792
Riunite Peach Moscato,59.94,31.93193193
Riunite Sweet White,161.73,97.46491065
Rob Stuart Vignette Pinot Nr,3636.58,0.502670091
Robert Sinskey Abraxas,3656.05,47.85629299
Robert Sinskey Aries Pnt Nr,3134.03,69.98114249
Robert Sinskey Marcien Red,4599.54,69.61109154
Robert Sinskey Merlot,8517.87,9.565654324
Robert Sinskey POV Napa Red,8998.49,61.88793898
Robert Sinskey Pnt Bl,874.65,94.39890242
Robert Sinskey Pnt Gris,574.77,29.97546845
Robert Sinskey Pnt Nr,5884.97,33.61801335
Rocca delle Macie Sasyr Tscn,1052.19,50.26753723
Rocca di Montemassi Le Faca,90.87,31.47353362
Rochioli Pinot Noir RRV,6599.12,37.94293785
Rochioli RRV Chard Cal,1594.71,79.44579265
Rochioli Svgn Bl RRV,3587.08,49.02483357
Rock Hills Farm Bourbon,649.87,30.07216828
Rodney Strong Bros Ridge Cab,1532.79,96.92782442
Rodney Strong Symmetry,5863.98,87.08982636
Roger Didier Raimbault Sance,3988.67,15.48962436
Rombauer Cab Svgn Diamond,5000.33,36.64018175
Rombauer Vyds Chard Carneros,1385.23,44.81782809
Ron Barcelo Imperial Rum,173.94,20.62780269
Ron Rio Silver Rum,6018.39,27.34767936
Ron Virgin Black Spiced Rum,1104.15,89.54489879
Ron Virgin Bold Coconut Rum,1956.22,73.91142101
Ron Zacapa XO Rum,659.94,23.6657878
Roncolato Pnt Grigio Veneto,428.58,31.00937981
Roncolato Valpo Super S Barb,173.88,33.33333333
Root 1 Pnt Nr,9121.53,41.58479992
Rosatello Sweet Moscato,2716.11,30.60074887
Rose 'N' Blum Pink Moscato,89.7,32.77591973
Rosemount Cab Svgn/Merlot,1845.36,91.22989552
Rosemount Gewurz/Rsl,9045.22,34.26528045
Rosemount Pnt Nr Ausl,7923.33,38.65988164
Rosenblum RSV Znfdl Monte Rs,7476.6,92.49271059
Rosenblum Znfdl Paso Robles,215.88,33.79655364
Rosita Tequila Liqueur,65.61,25.92592593
Rosso del Popolo Lange Rosso,359.76,33.35557038
Rothman & Winter Apricot,65.97,25.92087312
Rothman & Winter Pear Liquer,21.99,21.28240109
Rothman & Winter Violette,2968.65,19.47012952
Round Hill Cab Svgn,3105.78,29.83405135
Round Hill Chard,4432.75,36.793044
Round Hill Comm Man Cab Svgn,3643.44,29.73783018
Round Hill Comm Man Wh Znfdl,1006.32,27.55783449
Round Hill Common Man Chard,5594.52,24.21284517
Round Hill Common Man Merlot,2373.36,29.8766306
Round Hill Merlot Cal,2350.32,28.08638824
Round Pond Est Cab Rutherfrd,6775.86,89.07887707
Royal Thistle Scotch,203.88,73.74926427
Royal Tokaji Mad Cuvee,3249.21,40.21623718
Rozes Infanta Isabel 10 Yr,3325.65,74.24744035
Rozes Vintage 2000 Old Port,6448.5,81.07218733
Rozes White RSV Porto,892.53,49.62186145
Ruca Malen Cab Svgn Rsv,2996.17,44.44106977
Ruca Malen Malbec Rsv,9945.95,29.02437676
Ruca Malen Petit Verdot,227.88,31.96419168
Ruca Malen Yauquen Bonarda,231.71,69.3107764
Ruffino Chianti Clsc Santdam,9044.4,42.50165848
Ruffino Greppone Mazzi Bru,8468.37,6.352698335
Ruffino Modus Toscana,1819.3,55.46418952
Ruffino Prosecco,2257.77,25.90299278
Rumson's Grand Rsv Rum,1627.63,95.71032729
Russian Standard Vodka,8553.6,66.19996259
Ryan Patrick Rsv Cab,3106.93,20.00656597
Ryan Patrick Ryan's Rsl,933.2,19.34847835
S A Prum Luminance Rsl Mosel,7942.06,17.94169271
S Aviron 12 Fleurie Madrieir,1077.51,83.45073364
S Aviron Cd Brouilly 12 Viel,949.5,83.22801474
S S Pierce 99 Vodka 80 Proof,264.18,51.65796048
S S Pierce Manhattan,263.76,42.74340309
S S Pierce Ninety Nine Bl W,67.41,73.74276814
S S Pierce Ninety Nine Gin,67.41,8.129357662
S S Pierce Ninety Nine Rum,149.8,33.04405874
S S Pierce Vodka,3522.18,80.80506959
SA Prum Rsl Essence Mosel,2533.05,28.67491759
Saarstein Riesling QbA,1494.98,78.42379162
Saint M Pflaz,287.76,28.69057548
SakeMoto Junmai Sake,7524.63,35.53171385
Salers Apertif Gentiane,21.99,35.06139154
Salmon & Trout Bordeaux Blnc,89.8,66.92650334
Salmon Creek Cab Svgn,1861.27,27.04336287
Salmon Creek Chard Cal,1037.92,25.5318329
Salmon Creek Merlot Calif,149.7,33.26653307
Salmon Creek Pnt Nr Cal,578.71,20.74787026
Salmon Creek Wh Znfdl Cal,224.55,8.082832331
Salmon Run Rose,5107.74,34.65857698
Salon Brut Bl de Bl 97,5219.82,52.79492396
Salted Caramel Martini Wine,199.29,23.7693813
Salviano Orvieto 13 Clsco,9675.89,35.04380476
Samos High Peaks Muscat,160.86,65.53524804
San Callisto Montepulcno 09,527.76,34.6521146
San Felice Campogiovanni Bru,6048.79,20.68413683
San Felice Il Grigio Gr Sel,6675.28,16.89067724
San Guido Sassicaia Guildal,699.72,78.13411079
San Polo Mezzopane 06 Toscan,1684.41,77.90324208
San Quirico Vernaccia,1910.68,62.13285323
San Rocco Pinot Grigio Vene,2428.96,32.43528094
San Zopito Montepulciano d'A,1349.55,79.2627172
Sandeman 10 Yr Tawny Port,6569.69,53.4845632
Sandeman Rainwater Madeira,4739.04,24.64085553
Sanford La Riconda Pnt Nr,759.8,70.77783627
Sans Liege Cotes du Coast Wh,1346.39,20.47623645
Sans Liege Groundwork Grenac,1525.23,7.857831278
Santa Barbara Winery Chard,265.85,6.654128268
Santa Cristina Pnt Grigio,7543.08,14.65396098
Santa Ema Reserve Merlot,563.53,32.86071726
Santa Julia Malbec,3417.15,33.93002941
Santa Maria Alla Pieve Ripas,1729.28,26.55440415
Santa Maria Alla Pieve Valpo,3387.56,28.39477382
Santa Marta Pnt Grigio,95.88,34.16770964
Santa Rita Organic Svgn Bl,9.99,66.46646647
Santa Rita RSV Chard,8522.86,45.90548243
Santa Rita Secret Rsv Red,8864.14,39.51900579
Santi Amarone Proemio 06,1099.78,10.88217644
Sartori Bardolino Chiaretto,1151.28,33.77110694
Sartori Family Pnt Grigio,1605.99,33.08800179
Sartori Family Pnt Nr,2876.4,31.0387985
Sartori Valpolicella Cls,1597.79,26.00779827
Sassacaia,8669.49,78.51223082
Sassy Bitch Pnt Noir,143.88,31.52627189
Satellite Svgn Blanc Marlbor,2063.59,86.18039436
Sauska Aszu Essencia,1313.64,23.23467617
Sauska Tokaji Aszu,1824.75,72.79079326
Sauvignon Republic Svgn Bl,96.69,27.27272727
Sauvion Muscadet Ch de Cler,4263.36,41.66291376
Sauvion Rose d'Anjou,5191.67,63.50885168
Sauza Cucumber Chili Tequila,5858.46,75.5814668
Sauza Sparkling Margarita,167.76,96.79303767
Sauza Sprklg Wild Berry Marg,27.96,82.15307582
Savory & James Amontillado,1958.04,19.29378358
Sbragia Cab Svgn Monte Rosse,2437.47,93.66761437
Sbragia Home Ranch Merlot,549.75,66.44474761
Scaggs Vyds Mt Vedeer Montag,1247.68,91.37919979
Scagliola Barbera D'Asti Frm,3158.42,33.83400561
Scagliola Dolcesvago Moscato,104.79,68.2221586
Scagliola Dolcetto Sempre,1529.97,83.33300653
Scagliola Moscato D'Asti Prm,1519.05,24.68450676
Scala Dei Negre Priorat,787.58,71.48353183
Schlink Haus Auslese,359.73,16.13710283
Schlink Haus Kabinett,659.4,22.58416742
Schlink Haus Spatlese,137.88,31.07049608
Schlosskellerei Gobelsburg,5124.79,68.99385146
Schmitt Sohne Auslese Michls,9370.14,27.27109734
Schmitt Sohne Funf Rsl,4538.37,34.73780234
Schmitt Sohne Funf Sangria,1858.3,35.38987246
Schmitt Sohne Kabinett,5416.83,32.24007399
Schmitt Sohne Kabinett Mchls,5118.06,26.91996577
Schmitt Sohne Liebfraumilch,7277.08,32.49655081
Schramsberg Brut Rose,1577.59,44.06911809
Schramsberg Mirabelle B Rose,9408.24,38.83213013
Schug Cab Svgn,4523.19,95.04796394
Schug Sonoma Cnty Chard,1403.22,60.28562877
Schug Svgn Bl Sonoma Vly,8634.6,92.66821856
Scoresby Scotch,11.99,28.60717264
Scorpion Anejo Mexcal,359.92,44.43765281
Scorpion Silver,209.94,22.49214061
Scott Family Est Chard Arroy,2818.59,74.4961133
Scott Family Est Pnt Nr Arro,4270.22,73.83647681
Screech Honey Rum,1337,84.81675393
Screech Spiced Rum,1783.67,95.41170732
Sea Hagg Amber Rum,8956.8,30.5689532
Sea Hagg Poitin White Whisky,98.89,44.50399434
Sea Hagg Spiced Rum,9319.24,48.93907658
Sea Pearl Svgn Bl,818.37,22.26499016
Sea Ridge Chard Cal,77.94,31.94765204
Sea Smoke Chard,1511.76,15.54214955
Sea Smoke Southing Pnt Nr,4679.28,20.36424407
Seagram's Red Berry Vodka,5349.4,45.32097058
Seagrams 7 PET,599.4,20.02002002
Seagrams Twisted Lime Gin,203.88,20.01177163
Sean Minor Red Napa Vly,7808.09,31.97286404
Sebastiani Merlot Sonoma,19.99,31.96598299
Sebastiani Pnt Nr Sonoma,9643.1,30.07103525
Secco-Bertani Verona,9939.59,36.31930492
Secoli 13 Prosecco Valdobbia,3453.12,85.54640441
Secoli 14 Pnt Grigio Venezia,189.81,60.59217112
Segal's Cab Svgn Spcl Rsv Ga,5625.32,83.39187815
Segal's Fusion Chard/Colombd,2654.34,16.37393853
Seghesio Arneis RRV,197.82,77.16105551
Seghesio Rockpile Znfdl,2963.22,35.06185838
Seifried Nelson Svgn Blanc,287.82,8.025849489
Selbach-Oster Riesling,1512.11,95.3812884
Sella & Mosca Terre Rare,1633.91,27.58475069
Sella & Mosca Vermentino Ca,9020.97,26.09819121
Senda 66 Tempranillo,5003.86,38.38456711
Sensi Chianti DOCG,8666.77,39.77756419
Sensi Tuscano Bianco,269.64,33.37783712
Sequin Delicately Rose,2041.08,26.07247144
Sequinot-Bordet Chablis Four,7233.73,4.813422674
Seratina Primitivo,1486.59,73.01206116
Serbal Chardonnay,389.7,39.16859122
Sette Ponti Crognolo Toscan,139.93,71.61437862
Seven Daughters Moscato 4 Pk,4691.87,24.19994586
Seven Daughters Moscato IGT,2022.16,27.98393797
Seven Deadly Zins Lodi Znfdl,299.8,22.82188125
Seven Falls Cab Svgn,7550.13,30.22808879
Seven Falls Chard,1022.07,7.2705392
Seven Falls Merlot,1725.43,25.92802953
Seven Hills Cab Svgn Columbi,2344.98,22.44582043
Sextant Znfdl,1144.53,33.33333333
Shafer Hillside Cab Svgn 06,779.98,66.66709403
Shane Judge Vyd Syrah Bennet,1074.75,45.58734589
Shane The Unknown Syrah No C,1559.61,63.60628619
Shannon Ridge 09 Cab Svgn,575.64,58.05711903
Shannon Ridge Chard HE Lake,335.79,59.81416957
Shardana Valli Di Porto Pino,2324.07,72.04301075
Shatter Grenache VdP Catalan,5457.27,78.57573475
Shaya Verdejo Old Vines Whit,2616.1,28.84981461
Sheffield Marsala Silver Lne,7982.89,35.35411361
Shellback Spiced Rum,6247.3,70.71438862
Shooting Star Chard Lake Cny,344.77,28.93813267
Shooting Star Znfdl Lake Cty,794.47,8.758039951
Sidebar Svgn Bl,1943.19,93.54463537
Siduri Pnt Nr 13 Clos Pepe,7631.39,27.56496523
Siduri Pnt Nr RRV,1104.61,18.37843221
Siegel Reserve Cab Svgn,2529.81,50.53778742
Sierra Cantabria 14 Rose Rio,181.86,40.87759815
Sierra Cantabria Crianza,3036.18,77.32841926
Sierra Cantabria Rioja Tint,8327.06,37.00825982
Sierra Cantabria Unica Rsv 0,6008.66,31.75849524
Signo 11 Bobal de Manchuela,6019.14,85.10833774
Signorello's Cab Svgn Napa,1083.86,73.4624398
Sileni Nano Pnt Nr,75.81,14.52314998
Silo Whiskey,354.42,71.68613509
Silver Mtn Hard Cider,342.51,77.46635135
Silver Oak Cab Svgn Napa Vly,6599.7,79.59225419
Silver Palm 12 Chard No Cst,913.37,38.66779071
Silver Root Marley Rum,764.49,81.66882497
Silverado GEO Cab Svg,437.94,35.05959721
Simi Cab Svgn Alexander Vly,367.98,34.20838089
Simi Chard Sonoma Cty,5097.83,2.42671882
Simonnet-Febvre Bourgogne Br,2323.45,29.13985668
Simple Life Chard,911.28,40.90071109
Simply Naked Cab Svgn,895.13,80.0922771
Simply Naked Undressed Red,523.38,34.73193473
Sivas-Sonoma Cab Svgn,8326.17,32.30681093
Six Hats Chenin Blanc,143.88,33.77814846
Six Hats Shiraz,4742.05,49.49188642
Sixto Chardonnay,5974.34,72.04846058
Skinnygirl Chard,152.84,8.924365349
Skinnygirl Cucumber Vodka,779.48,98.56442757
Skinnygirl Pina Colada,3306.63,72.75473821
Skinnygirl Sprklng Margarita,3302.45,84.98660086
Skinnygirl Tangerine Vodka,2368.42,99.54484424
Skinnygirl Wh Cherry Vodka,8534.61,67.54380106
Skyfall Cab Svgn,1367.28,5.505821778
Skyy Barcraft White Sangria,7817.48,71.04898254
Skyy Infusions Blueberry,6501.33,22.69304896
Skyy Infusions Georgia Peach,215.82,86.84088592
Skyy Infusions Grapefuit,4000.59,31.19764835
Skyy Watermelon Fresca Vodka,9124.83,42.75531709
Sloane's Gin,7071.5,81.4950152
Slow Press Cab Svgn,2848.1,15.12236228
Smashberry Red,477.6,72.16499162
Smirnoff Cinn Sugar Twist,233.82,2.694380293
Smirnoff Coconut,402.69,9.260224987
Smirnoff Fluffed Marshmallow,554.63,61.39227954
Smirnoff Light Strawberry,5.94,50.16835017
Smirnoff Lime Vodka,416.08,68.15996924
Smirnoff Mango Vodka,467.64,23.09468822
Smirnoff Pineapple,159.39,6.89503733
Smirnoff Pomegrante,782.46,33.86243386
Smirnoff Pomegrante Vodka,155.88,25.9430331
Smirnoff Root Beer Float,536.56,43.86461905
Smirnoff Sours Watermelon,145.53,56.95732839
Smirnoff Wh Peach Sorbet,346.5,75.68831169
Smith & Hook Cab Svgn,1439.84,56.89798867
Smith & Sons Cab Svgn,137.94,31.49195302
Smoke Stack Svgn Bl,1034.64,32.35908142
Smoking Loon Red Loonatic,7823.58,46.40203078
Smoking Loon Syrah,5998.01,43.94890972
Smoking Loon Viognier Cal,6844.7,60.0090581
Smugglers Notch Gin,1823.43,36.21690989
Snap Dragon Pnt Nr,1564.26,24.39108588
Snoqualmie Rsl Winemkrs Slct,2638.07,34.17005614
Sobieski Cytron Vodka,1888.11,23.34980483
Sobieski Espresso Vodka,2447.55,25.43849972
Sobieski Orange Vodka,729.27,13.62869719
Sobieski Raspberry Vodka,1508.49,25.91664512
Sobieski Vanilla Vodka,669.33,0.473607936
Sociando Mallet 12 Haut-Medo,2507.43,97.61269507
Sokol Blosser Evolution Red,5368.68,35.07752371
Sokol Blosser Evolution Sprk,4551.97,54.92984356
Sokol Blosser Pnt Gris,4951.14,21.45404897
Solar de Randez Crianza,17.99,34.63035019
Soli White Blend,7878.14,99.18356363
Solimar Vinho Verde Branco,2949.78,1.141780065
Sonoma Loeb Chard Sangiacomo,7816.6,13.96975667
Sonoma-Cutrer Pierres Chard,479.88,34.20855214
Sorel Artisan Liqueur,1799.28,45.56100218
Soter Vyds Mineral Springs P,4822.09,38.45573185
Soter Vyds North Vly Pnt Nr,2729.22,99.12172709
Soter Vyds Planet Oregon Pnt,1387.82,87.58340419
Southern Comfort & Egg Nog,2124.13,94.89296794
Southern Comfort Caramel,4446.63,83.22019147
Southern Comfort Cherry,8048,80.25124975
Southern Comfort Lime,1106.04,96.20718961
Southern Right Svgn Bl,611.49,43.81428969
Speri Amarone Del Valpoicela,1799.76,16.10548073
Spiced Root Marley Rum,299.8,49.28619079
Spottswoode Cab Svgn Napa,9989.38,71.4820139
Spottswoode Svgn Bl Napa Vly,6010.33,25.95148686
Spring 44 Gin,531.81,69.92911002
Spring 44 Honey Vodka,391.86,88.92461593
Spring 44 Vodka,979.65,82.27938549
Spring Mountain Cab Svgn 10,1055.84,31.0350053
Spring Vly Frederick Rd,2009.4,11.22424604
Spring Vly Uriah Walla Walla,380.89,60.79970595
Spud Potato Vodka,721.11,55.91518631
Spud Pumpkin Spice Vodka,3673.53,86.59708781
Spy Valley Pnt Nr Marlboro,4295.03,37.44257898
Spy Valley Rose,5520.72,27.81376342
Square One Bergamot Organic,9459.78,65.86432243
St Brendans Peppermint Bark,7039.66,77.68414952
St Brendans Salted Caramel,6382.48,81.56515962
St Christopher Gluhwein,5333.37,35.563443
St Clement Carneros Chard,539.73,30.68756601
St Elizabeth Allspice Dram,179.94,50.62798711
St Francis Red Sonoma,547.5,12.24109589
St Francis White Splash,71.88,32.88814691
St George Calif Citrus Vodka,24.99,25.93037215
St George Green Chile Vodka,824.67,18.2436611
St George Spiced Pear Liquer,985.66,4.896211675
St Julien Rose CDR,174.5,35.08309456
St Mayhem Red Coffee & Peppe,367.84,32.44889082
St Mayhem Wh Peach & Ginger,643.72,32.88386255
St Mayhem White Aged/Peppers,1885.18,12.8889549
St Paul's Pnt Nr Alto Aldige,1199.4,32.86643322
St Supery Dollarhide Cab Svg,2719.66,9.06436834
St Supery Dollarhide Svgn Bl,1019.66,65.62971971
St Supery Elu Meritage Red,3904.29,9.186049192
St Supery Rutherford Merlot,1871.52,40.09575105
Staglin Cab Svgn Rutherford,4463.76,68.39054967
Staglin Family Vyd Est Chard,636.87,80.14665473
Staglin Salus Cab Svgn,1079.76,35.4745499
Staglin Salus Rthfd Chard,287.91,92.33788337
Stags Leap Fay Cab Svgn Napa,4647.62,0.499395389
Stags Leap Hand of Time Red,4893.96,31.38685236
Stags Leap Hands of Time Chr,1936.86,19.08139979
Stags Leap SLV Cab Svgn,7034.33,94.10860736
Stags Leap Svgn Bl Napa,7896.88,14.76836421
Stark Raving Cab Svgn,527.56,53.9218288
Stark Raving Red,4959.52,54.34961448
Stark Raving White,1604.6,75.36457684
State Ranch 07 Cab Svgn Youn,2834.73,30.89288927
Steak House Cab Svgn,7094.91,11.73573731
Steele 09 Bien Nacido Pnt Nr,342.86,90.66091116
Steele Catfish Znfdl,1065.52,8.720624672
Steele Clear Lake Merlot Cty,8047.86,40.27455746
Steele Out Kaste Lke Cty Red,791.64,82.07518569
Steele Pacini Mendocno Znfdl,373.78,22.95735459
Steele Red Hills Cab Svgn,1249.33,58.93799076
Steele Stymie Merlot Lake Cy,580.81,52.80039944
Steelhead Red,1628.37,83.55840503
Stella Moscato,139.9,35.0964975
Stella Pinot Grigio Umbria,5479.34,31.77081347
Stellar Organics Cab Svgn,350.73,10.49525276
Stellar Organics Merlot,233.82,28.16696604
Stellar Organics Shiraz,155.88,31.02386451
Stellina di Notte Pnt Grigio,2433.97,31.18896289
Stellina di Notte Prosecco,7052.94,16.71388102
Steph Avrn Chn Vielles Vig,999.5,97.27863932
Steph Avrn Julienas Vielles,1599.2,89.0907954
Sterling Carneros Pnt Nr,9084.58,51.87185318
Sterling Rsv Platinum Red,781.83,47.34660988
Sterling Vintners Cltn Syrah,2447.85,56.75797128
Sterling Vntnr Coll Rose Ltd,1013.19,44.78429515
Sterling Vntrs Cltn Chard,629.16,35.51401869
Sterling Vyd Aromatic White,2843.37,85.59807552
Stival Pnt Grigio,2260.26,34.29428473
Stival Pnt Grigio Veneto,287.64,34.16770964
Stoli 80 VAP Lemonade Shaker,4696.4,98.86977259
Stolichnaya 100* Vodka,1957.11,50.7763999
Stolichnaya Citros Vodka,1039.48,8.240658791
Stone Barn Chard,1197.5,29.67348643
Stone Fruit Rsl,6459.62,18.78624439
Stonehaven Svgn Bl,1007.28,48.00452704
Stonehedge Amador 12 Znfdl,3696.3,94.62705949
Stonehedge Merlot Cal,8211.98,34.71367441
Stoneleigh Pnt Nr Marlboro,1386.63,57.96283075
Stones Currant Ginger Flavor,516.53,33.64954601
Stonestreet Est Cab Svgn,4170.82,33.77801008
Storybook Mt Znfdl Mayacamas,4023.85,7.650136064
Storypoint Cab Svgn,3306.69,22.19409742
Storypoint Chardonnay,2154.23,28.58701253
Stradanova Barolo,195.96,0.673606859
Stranahans Diamond Peak,7908.87,21.76075723
Stratus Cab Franc VQA,2219.26,99.06815785
Stump Jump Shiraz,311.74,40.4118817
Sule Susumaniello IGP,20.99,31.96760362
Summers Calistoga Cab Svgn N,199.92,32.41296519
Summers Est Cab S Andriana C,243.85,33.51650605
Sunday Mtn Svgn Bl,3166.02,28.7054409
Sur de Los Andes Malbec Rsva,2086.84,29.15604455
Sutter Home Clsc Svgn Bl,2084.52,23.82418974
Sutter Home Malbec Arg,71.88,32.05342237
Sutter Home Moscato,640.93,27.82987222
Sutter Home Muscato,419.3,20.46744574
Sutter Home Pnt Grigio,143.04,33.55704698
Sutter Home Pnt Nr,1066.22,27.01824469
Sutter Home Red Blend,181.75,2.338010209
Sutter Home Red Moscato,349.65,20
Sutter Home Rsl,1000.33,27.04407546
Sutter Home Sweet Red,876.97,20.88699339
Sutter Home Wh Merlot Cal,6123.87,34.90880767
Sutter Home White Merlot Cal,383.36,29.93009182
Sutter Home Znfdl,431.28,32.38731219
Svedka 100 Vodka,3992.67,84.1780062
Svedka Cherry Vodka,3156.57,40.9181485
Svedka Colada Vodka,923.7,46.88054355
Svedka Grape Vodka,545.58,64.37369405
Svedka Grapefruit Jalapeno,7730.33,88.43224889
Svedka Orange Cream Pop,6261.92,79.26706186
Svedka Raspberry Vodka,5364.87,20.25156248
Svedka Vanilla Vodka,5455.8,30.42083654
Sweet Carolina Sweet Tea Vdk,1455.09,18.45521583
Sycamore Lane Wh Znfdl Cal,5114.38,32.20998452
Sydney Ann Pinot Grigio Ver,1560.77,28.1969797
Szigeti Gruner Velt Skt Brut,1383.42,73.46142169
T.T. Handy Sazerac Rye Whisk,8369.07,34.15935104
TJ Lot #45 Zinfandel Tilting,167.88,33.30950679
Taittinger Brut Francaise,382.99,31.97211415
Taittinger Brut Millesime,419.94,35.06215174
Taittinger La Francaise,3156.74,26.12322091
Talbot St Julien 10,4589.82,53.10186456
Talbott Logan Slpy Hl Pnt Nr,8731.08,43.80672265
Talley Vyds Chard,6182.25,20.91972987
Talley Vyds Pnt Nr,2099.3,21.65245558
Tamari RSV Malbec Mendoza,5604.87,37.14965735
Tamaya Svgn Bl,2320.1,37.48545321
Tamellini Soave DOC,179.88,33.35557038
Tangent Albarino,1666.05,94.14003181
Tangent Pnt Gris,2527.7,76.77849428
Tangle Ridge Canadian Whisky,237.86,26.87295048
Tanqueray Old Tom Gin,1824.27,94.6060616
Tanteo Tropical Tequila,199.95,69.92248062
Tarantas Tempranillo,1091.09,21.46385724
Tarantula Azul Tequila Gift,3819.27,34.12248938
