Description,TotalSalesDollars,ProfitMargin
Fattoria Del Cerro Vino Nob,404.7,73.84729429
Fattoria Heba Marellino 11,6201.35,66.35893797
Fattoria Illario Rose,2280.48,73.62572792
Fattoria Pagliaatura Verm 11,1474.77,84.50741472
Fattoria Poggio Red 10,1457.73,85.38000864
Fattoria de Limone,8501.02,54.27842777
Fattoria di Basciano Chianti,7601.81,28.67777542
Fayolle Fils et Fille Hermit,1735.72,71.42626691
Feast Agiorgitiko,1079.1,30.2529886
Feast Moschofilero,299.75,5.241034195
Federico Ferrero Chard Langh,5708.65,27.0980004
Felino Vina Cobos Cab Svgn,1439.28,32.86643322
Felino Vino Cobos Chard,677.91,76.58096207
Felino Vino Cobos Malbec,8815.1,29.51004526
Ferghettina Francia Mil Brut,799.84,65.51310262
Fernet Branca Borgetti Cafe,239.88,6.015507754
Ferrari Carano Cab Svgn Rsv,695.86,22.32920415
Ferrari-Carano RSV Chard,4273.85,29.83375645
Ferrari-Carano Terre Chard,638.79,18.40510966
Ferreira 10-Yr Tawny Port,24.99,33.7735094
Fess Parker Pnt Nr Bien Naci,1594.71,66.62716105
Fess Parker Rsl,143.88,31.02585488
Fetzer Eagle Peak Merlot Cal,462.59,10.91247109
Fetzer Quartz White Blend,936.33,6.503049139
Fetzer Wh Znfdl Cal,5013.11,32.08766614
Feudi D San Gregorio Serpico,4738.42,14.48626335
Feudi Di San Gregorio Tauras,1174.53,17.65216725
Feudo Saia Nero d'Avola 13,1285.55,22.45809187
Fifty Shades Of Grey Red Sat,1912.26,4.414671645
Fifty Shades Of Grey Wh Silk,450.59,88.37967998
Finca Abril Malbec 1922,271.91,2.467728292
Finca Abril Rapsodia Malbec,187.9,19.14848324
Finca El Origen Rsva Malbec,623.52,14.35719784
Finca La Linda Bonarda,167.88,31.95139385
Finca La Linda Cab Svgn,8189.21,42.74991116
Finca Sandoval Tinto Manchue,5343.03,32.45424413
Finca Villacreces Pruno Ribe,1405.26,15.56366793
Fincas de Ganuza 03 Rsva,539.9,42.45230598
Finlandia Grapefruit Fusion,4519.88,21.172686
Fire & Flood The Flood Pnt N,7498.5,19.19543909
Fire Water Hot Cinnamon,2784.01,28.17985568
Firefly Blackberry Moonshine,9023.98,64.95559609
Firefly Moonshine,4233.58,81.64673869
Firefly Ridge Chard,5.79,31.0880829
Firesteed Citation Pnt Nr,6134.12,46.72047498
Firesteed Rsl,1088.31,45.00647793
Firesteed Willamette Pnt Nr,3406.88,82.02607664
Firestone Santa Ynez Rsl,2070.02,29.58039053
Fish Eye Moscato,487.39,5.037033997
Fish Eye Pnt Nr,113.94,34.64981569
Fish Eye Rsl,191.76,34.39194827
Fish House Svgn Bl,287.76,27.27272727
Fitch's Goat 100% Corn Whsky,2159.28,72.62837613
Fitch's Goat Moonshine,1957.11,89.70522863
Five Oaks Cab Svgn Cal,1887.42,35.35620053
Five Oaks Chard Cal,890.65,31.01667322
Five Oaks Merlot Cal,1819.2,29.68337731
Five Oaks Pnt Grigio Cal,613.98,31.39841689
Five Oaks Pnt Nr Cal,648.09,38.86034347
Five Oaks Wh Moscato,678.41,32.60712548
Five Oaks Wh Znfdl Cal,136.44,35.35620053
Five Rivers Cab Svgn,8571.78,43.48478379
Flaco Tempranillo,8262.92,37.53201048
Flag Hill De Chaunac Red NH,1545.81,88.72177046
Flag Hill Heritage Rd NH,49.96,65.53242594
Flag Hill Straight Rye Whsky,1099.75,2.355989998
Flag Hill Wild Blueberry Fr,1130.22,86.91405213
Flagstone Longitude Red,7849.77,30.31031482
Flagstone Noon Gun White,8926.23,32.47496423
Flavor Essence Variety 5 Pak,1474.41,98.84699643
Fleur Petite Sirah Californa,6460.69,29.51774501
Flint & Steel Svgn Bl Napa V,119.92,0.03335557
Flip Flop Cab Svgn,4978.6,37.2203029
Flip Flop Merlot,95.88,32.91614518
Flip Flop Moscato,729.07,36.99644753
Flip Flop Rsl,511.36,38.66747497
Flip Flop Sangria,71.88,32.38731219
Flipflop Spiced Rum,389.57,70.92178556
Flor De Cana 4 Yr Old Wh Rum,167.88,6.004288778
Flor De Cana Centenial 12 Yr,519.87,26.15846269
Flora de Cana Black 5 YO Rum,9376.16,65.27576321
Florio Dry Marsala Italy,8660.12,22.35072955
Flowers Sonoma Cst Chard,599.94,89.24725806
Flowers Sonoma Cst Pnt Nr,399.96,83.33333333
Flying Fish Rsl Wash,155.88,32.87143957
Foley Johnson Cab Svgn,6227.2,70.76149794
Folie A Deux Amador Znfdl,7118.81,37.96828402
Folk Machine Pnt Nr,1956.49,24.37477319
Folonari Moscato,2666.91,33.32920871
Fonseca Guimaraens Port,439.89,34.63365841
Fonseca Porto 11,989.89,34.63718191
Fontana Candida Pinot Grigi,125.86,9.574129986
Fontanafredda Arneis Langhe,1609.21,10.04281604
Fontanafredda Briccotondo,5805.85,37.78688736
Fontanafredda La Rosa Barolo,1329.81,75.6017777
Fonterutoli Chianti Clsco,7740.48,27.9207491
For A Song  The Score,1454.18,80.94046129
Forbidden Secret Pumpkin Crm,39.98,20.010005
Forest Glen Cab Svgn Cal,5368.34,45.78435792
Forest Glen Merlot Cal,3232.79,37.61283127
Forestville Chard Cal,95.88,31.91489362
Forged Oak Bourbon Whiskey,6434.01,28.0504693
Foris Rogue Vly Gewurz,7189.64,6.722589726
Forma de Art Red,7130.22,35.45570824
Four Roses Elliott's Select,1475.88,25.92893731
Four Roses Small Batch 15,2159.76,20.00222247
Four Star Cab Svgn,3987.15,92.17862383
Four Vines Biker Znfdl,4467.13,56.9858052
Foxen Chard Block UU,1652.43,70.38785304
Foxglove Chard,524.65,10.98065377
Foxglove Znfdl,359.76,32.42161441
Foxhorn Pnt Grigio/Chard Bl,850,32.90470588
Foz Arouce 11 Beira Atlantic,2830.46,26.34130141
Framboise Pacific Rim Infusn,1662.96,2.002453456
Franciscan Est Cab Svgn,902.79,25.29824212
Franciscan Est Cab Svgn Napa,2779.85,40.79061988
Franciscan Est Svgn Bl Napa,6726.69,27.73592956
Franzia Cab Svgn Cal,135.83,2.643009644
Franzia Fruity Red Sangria,103.87,10.7538269
Franzia Moscato,2700.48,27.76987795
Franzia Refreshing White Ta,643.56,1.734104046
Franzia Sangria Fruity Red,2729.17,27.983233
Franzia Tap Wh Grenache Cal,7592.5,37.91504774
Fratelli Urciuolo Fiano,575.28,35.04380476
Fratelli Urciuolo Greco di T,791.01,32.4155194
Freemark Abbey Cab Svgn Ruth,5249.25,23.81311616
Freemark Abbey Chard Napa,2049.93,13.94828116
Frenchhouse Chard VDP D'Oc,119.88,34.63463463
Frescobaldi Massovivo Vermen,1253.34,27.88070276
Frey Natural Red Organic Ca,6359.8,21.62646624
Frey Pnt Nr Organic Mendocno,1367.28,20.62489029
Frey Syrah Organic Mendocino,1071.33,31.89400091
Frey Vyds Organic Agrul Red,8498.19,38.71130205
Frey Vyds Organic Blanc,337.74,35.00917866
Frey Znfdl Organic Mendocino,9266.15,33.00518554
Fritz Pnt Nr RRV,647.76,33.7902927
Fritz Svgn Bl Dry Creek Vly,287.82,72.3994163
Fritz Znfdl Dry Creek Valley,215.88,34.63035019
Frog's Leap Petite Sirah,2204.37,21.18564488
Fruitier Gneiss Abord Muscdt,1480.86,13.45569466
Fuki Plum Wine,8622.79,40.72150661
Fulchino Vyds 603 Red,6805.46,24.90617827
Fulchino Vyds Barbera Red,7636.18,20.93834876
Full Throttle Apple Whiskey,1439.28,85.99994442
Full Throttle Blackberry,1819.09,87.87855466
Full Throttle Peach Whiskey,2938.53,75.83791896
Full Throttle Strwbry Whisky,1779.11,82.38894728
Full Throttle Vanila Whiskey,3038.48,69.52094468
Fulton's Harvest Apple Pie L,2484.15,78.82575529
G Bertrand CdRoses Blanc Lan,269.85,25.41041319
G Bertrand T Jeffrsn Cremant,298.77,94.1225692
G Ferrer Etesian Pnt Nr Rose,755.46,35.45389564
GH Mumm Cordon Rouge,472.49,34.63988656
Gabbiano Pinot Grigio Delle,959.04,26.72047047
Gaia Notios Nemea Wh,2958.15,35.56107702
Gaia Notios Red,3054.09,49.07812147
Gaia Ritinitis Nobile Retsna,929.38,6.544147711
Galerie Latro Cab S Knights,999.8,93.33266653
Galerie Pleinair Cab Svgn NV,2349.53,79.00218342
Galliano Tiki Gift Pack,398.79,85.56633817
Gallo Chard Cal,225.09,10.76014039
Gallo Fairbanks Cream Sherry,1069.5,60.68443198
Gallo Family Vyds Sweet Red,354.29,23.18157442
Gallo Merlot Cal,164.7,7.941712204
Gallo Pnt Nr Pavia,557.46,35.48595415
Gallo Signature Series Chard,2349.06,1.868832639
Gallo Twin Valley Hearty Bur,9543.57,35.16954347
Gallo Twin Valley Wh Merlot,7048.04,35.4820631
Gallo Twin Vly Cab Svgn Cal,956.62,26.14826505
Gallo Twin Vly Chard Cal,1412.17,27.83021874
Gallo Twin Vly Moscato,598.8,25.71142285
Gallo Twin Vly Pink Moscato,469.06,25.87728649
Gallo Twin Vly Pnt Grigio,688.02,14.26040779
Gallo Twin Vly Svgn Bl Cal,219.56,5.993805793
Garda Pinot Grigio,2463.26,29.83282317
Gardacho Garnacha,383.76,33.77110694
Garnacha de Fuego 14 Rose Ar,8507.83,37.06268226
Garnet Pnt Nr Monterey Cnty,6534.21,51.261897
Gary Farrell RRV Pnt Nr,2319.42,84.54182511
Gaston & Ravaut Bourgn Chard,699.75,64.86888174
Gaston & Ravaut Bourgog Vlg,5144.39,10.02781671
Gaston Chiquet Special Club,3242.53,30.52832202
Gattinara Red,335.84,51.61981896
Gazela Vinho Verde,189.81,14.6514936
Gekkeikan Nama Sake,1400.88,23.88855576
Gekkeikan Sake Cap Ace,693.68,37.10068043
Gekkeikan Sake Horin,9479.25,28.7310705
Gekkeikan Sake Kobai Plm Cal,3222.62,38.42277402
Gekkeikan Sake Zipang Spklg,5627.25,32.24967791
Gekkeikan Suzaku Sake,7848.27,30.93446072
Gen5 Cabernet Sauvignon,1127.04,33.64565588
Genbei San Demonslayer Sake,1371.71,32.50614197
George Dickel #12 Sour Mash,1718.35,30.72424128
George Wine Co Pnt Nr Sonoma,3035.54,65.67859425
Georgi Watermelon Vodka,99.9,76.36636637
Gerard Bertrand 12 Roses,254.83,6.478829023
Gerard Bertrand 13 Gris Blan,179.88,59.77318212
Gerard Bertrand Cab Svgn Rsv,1073.21,7.676969093
Gerard Bertrand Chard Rsv Sp,4734.16,35.00325295
Gerard Bertrand Gr Teroir Rd,1148.39,53.53059501
Gerard Bertrand Gr Terrier R,2055.79,7.410776393
Gerard Bertrand Languedoc Rg,1727.26,63.62331091
Gerard Bertrand Merlot Rsv,335.76,31.52251608
Gerard Bertrand Pnt Nr Rsv,9456.26,30.70748901
Gerard Metz Pnt Gris,7251.01,26.36832662
Geyser Peak Pnt Nr,71.96,86.11728738
Geyser Peak Tectonic Red,349.86,67.74709884
Gianni Gagliardo Barolo S 07,1580.79,70.51474263
Gianni Gagliardo Dolcetto D',949.5,35.07951553
Gifft Chardonnay,279.8,94.24588992
Gifft Red Blend,3137.74,78.90264968
Giorgio & Gianni Lambrusco,107.88,32.48053393
Giorgio Carnevale Barbr Asti,8584.84,18.95131418
Girasole Chard,335.76,38.52751966
Girasole Hybrid Red,584.56,35.21280963
Girl & Dragon Malbec,643.54,32.45175125
Girl Go Lightly Chardonnay,1216.93,31.9402102
Girvan Patent Still #4 Apps,3357.27,85.79262317
Glam Prosecco,8026.98,84.14945596
Glen Ellen Pnt Grigio RSV,929.54,32.51555187
Glen Moray 10 Yr Chard Cask,3074.22,99.024468
Glen Moray 25 Yr Portwood,3839.84,22.48010334
Glendalough 13 Yr Sngle Malt,9838.85,73.6798508
Glendalough Poitin Shry Cask,3788.77,83.07946906
Glenfiddich 12 Year Old Sco,2667.42,31.83863059
Glenfiddich 1978 Rare Collct,3499.99,22.48063566
Glenfiddich The Original,7899.21,86.47181174
Glenfiddich Trio 200ml Pack,9148.17,43.88877776
Glenmorangie Tusail Giftbox,2099.79,82.49348744
Glenrothes Single Malt Scot,4224.1,83.67060439
Gloria Ferrer Carneros Chard,4102.63,41.17700109
Glory Days Merlot,301.92,33.70429253
Gnarly Head Authentic White,1069.81,77.87177162
Gnarly Head OV Zinfandel,119.88,31.03103103
Goats Do Roam White,431.52,35.48387097
Gode'II Rosso di Toscana,1160.18,36.92444276
Gonzalez Bypass Noe Sherry,1287.72,29.50330817
Gordon Est Cab Svgn Columbia,131.94,88.81309686
Gordons Vodka,215.76,24.24916574
Goslings Dark'n Stormy VAP,1037.38,83.19805664
Goslings Family Rsv Rum,1494.77,68.94505509
Goulee Cos d'Estournel 10,558.87,69.43475227
Gr Montmirail Muscat Venise,5257.37,30.47417245
Grady Family Vyds Znfdl,503.64,56.73099833
Graffigna Centenario Pnt Gri,3099.02,43.35628683
Graham's Six Grapes Gift Pk,379.8,58.07003686
Grahams 1977 Vintage Port,2155.89,63.87849102
Grahams 20-Yr Tawny Port,3599.28,28.67240115
Grahams 2000 Vintage Port,7295.24,93.81870919
Grahams 30-Yr Tawny Port,1349.85,31.50350039
Grahams 40-Yr Tawny Port,1679.88,67.53339524
Gramercy Clrs Grenache,4399.12,72.16806998
Gramona Gessami Penedes,4341.28,58.53642244
Gramona Grand Cve Cava Spklg,2296.78,45.46800303
Gramona Imperial Cava Gr Rsv,782.73,25.91315013
Gramona Lustros Gr Rsva Cava,902.79,93.65079365
Gran Gala Liqueur,476.19,83.57588358
Gran Pasas Monastrell,7650.04,7.1752566
Gran Passione Gavi,5797.83,29.44118748
Gran Passione Rosso IGT,1918.72,37.93362241
Gran Patron Piedra,4399.89,41.55785713
Grand Macnish Black Edition,4798.11,95.15559251
Grand Marnier Flask,2437.71,26.56632659
Grand Marnier Quintessence,4799.94,74.16009367
Grand Marnier Rasp-Peach,2855.65,77.63276312
Grand Sigognac Medoc Bordx,367.77,30.43478261
Grandial Brut Blanc de Blanc,1208.79,21.73330355
Granite Lightning Whiskey,9264.69,37.34922593
Grant's Ale Cask Finish,9515.24,53.08673244
Grape & Vine Pnt Grigio,39.48,35.56231003
Grape Time Super Tuscan,7325.07,24.819285
Grape Time Wh Cranbery Pnt G,7625.13,29.32631968
Grape Time Winery Amarone,5126.2,30.75572549
Grateful Red Redhawk Pnt Nr,3989.75,33.77329407
Gratien & Meyer Cremant Brut,1399.1,82.50303767
Gravelly Ford Chard,95.88,31.0387985
Grayson Cellars Merlot Paso,671.4,42.35924933
Grayson Cellars Znfdl Cntl C,6339.8,35.81453674
Green Lip Svgn Bl,143.88,31.52627189
Greg Norman Pnt Nr Cal Est,2937.1,41.77249668
Greg Norman Svgn Blanc Marlb,4034.61,72.83950617
Grenache/Shirz Stump Jump,131.89,26.75714611
Grey Goose VX,599.92,28.05707428
Greystone Cellars Cab Svgn,5986.4,31.28875451
Grgich Hills Merlot Napa,7953.15,19.95926142
Grooner Gruner Veltliner,351.64,59.39028552
Groth Chard Napa,8673.12,23.61433948
Gruet Bl de Bl 25th Annivrsy,588.69,66.70573647
Guenoc Cal Chard,1170.72,7.113571136
Guenoc Petite Sirah N Cst,8288.7,33.27047667
Guidobono Barbera D'Alba,503.64,34.23874196
Guigal Cote Rotie Br et Blnd,4224.35,74.86003764
Guigal Gigondas,6207.93,11.5573146
Guillaume Vrignaud Chablis,1039.6,59.67198923
Guillaume Vrignaud Chablis 1,455.88,34.21953146
Guillermo Mndza Kosher Malbc,863.34,78.08511131
Gum Drop Pink Moscato,643.08,39.85507246
Guntrum Dry Trocken Rheinhsn,601.57,26.59208405
H Brunier Telegramme Pape,7063.43,75.8382259
H3 Horse Heaven Hills Chard,179.88,51.10073382
Hacienda Haro Lopez Cri Rsva,179.88,89.62641761
Hacienda Monasterio Crianza,4749.05,30.84216843
Hahn Meritage Central Coast,7684.34,89.51920399
Hahn Pnt Nr Monterey,431.64,31.94328607
Hamilton Russell Chard,1133.46,30.15721772
Hamilton Russell Pnt Nr,755.73,41.12182922
Hancock Rsv Bourbon,849.83,16.63273831
HandCraft Artisan Coll Pet S,457.41,57.25935157
Handsome Devil Cab Svgn,373.66,27.9344859
Hangar One Blueberry Vodka,167.94,87.27521734
Hangar One Citron,27.99,28.04573062
Hangar One Kaffir Lime Vodk,167.94,75.49124687
Hangar One Mandarin Blossom,391.86,24.79456949
Hangar One Vodka,1511.46,20.65023223
Hangtime Pnt Nr Cal,560.67,3.094511923
Haras Estate Svgn Blanc,143.88,32.86071726
Hardys Whiskers Blake Tawny,335.76,44.31736955
Harmon Buffalo Trace Barrel,3898.44,24.24969988
Harrison Clarke Syrah,1799.55,82.22222222
Hartford Court Chard RRV,998.61,49.25947066
Hartford Court Pnt Nr RRV,2958.11,56.45192369
Hartford OV Znfdl RRV,3294.97,45.97947781
Harthill Farms Cab Svgn,595.03,89.9568089
Harthill Farms Chard,45.48,35.09234828
Hartley & Gibson Fino Dry S,83.94,35.0964975
Hartley & Gisbon Pedro Zimen,505.74,79.32534504
Harwood Canadian,728.46,28.53965901
Hatzimichalis Kapnias Red,373.83,68.41344996
Haunting Whisper DeChaunac,3968.69,30.40071157
Haunting Whisper Vyds Vignol,3357.2,21.76814012
Haut-Bailly Pessc Leognan 06,5932.83,62.05015145
Haut-Carles Fronsac 10,662.87,69.23378641
Hauts de Smith Rouge P-Le 12,3868.71,15.47182394
Hauts de Smith Rouge Pessac,5794.39,85.82836157
Havens Cab Svgn 11,3795.89,95.69218286
Hawk Crest Merlot,444.69,35.15482696
Hayes Ranch Red Blend,269.7,17.7753059
Hayes Valley Chard Monterey,979.02,55.97842741
Hayman's Old Tom Gin,529.76,32.27121715
Hayman's Sloe Gin,53.98,28.56613561
Hazlitt Vyds Red Cat Finger,65.88,32.96903461
Hazlitt White Cat Fngr Lakes,935.93,39.55637708
Head to Head Red Toscana,409.59,4.929319563
Heartland Spice Trader Sh/CS,9950.78,38.2243402
Heavyweight Cab Svgn,7216.58,14.39269017
Hecht & Bannier Cotes du Rou,3190.32,34.64981569
Heidsieck Monopole Gold Top,8268.26,36.04446401
Heidsieck Monopole Rose Top,6334.53,18.90290203
Heinrich Vollmer Riesling,863.28,64.5549532
Heitz Martha's Vyd Cab Svgn,674.97,78.49534053
Hendry Ranch Barrel Chard,1977.37,76.06517748
Henkell Brut,9085.74,32.3283519
Hennessy Paradis Imperial,8099.97,47.91659722
Henri Bourgeois Svgn Blanc,14.99,35.09006004
Henry DuYore's Strgt Bourbon,1848.57,98.1969847
Henry Fessy Bjls Vlgs Crus d,548.39,9.473185142
Herencia Altes Garnacha Negr,1443.3,30.97762073
Heritance Cab Svgn,1429.45,92.82241422
Hermann J Wiemer Semi Dry Rs,9760.21,26.19113728
Hermanos Malbec-Tannat,167.88,32.88062902
Herradura Anejo LaCaretta DB,389.94,20.63394368
Herradura Reposado #14 BtB,4115.16,20.63686467
Herradura Reposado Barrel 11,551.88,24.24440096
Herradura Reposado Lot 598,2529.45,67.18970527
Herradura Reposado Lot 599,3817.17,20.93304726
Herzog Kosher Cab Svgn,6311.35,33.67504575
Herzog Kosher Chard,3983.06,51.95653593
Herzog Kosher Chenin Blanc,1122.86,10.97732576
Herzog Kosher Merlot,2471.17,49.99049033
Herzog Kosher Wh Znfdl,97.86,80.8297568
Herzog Kosher Znfdl,409.59,89.98022413
Hess Cab Svgn Shirtail Ranch,1043.28,34.2305038
Hess Select Pnt Nr,9642.64,53.07436553
Hess Shirttail Crk Vyd Chard,3834.43,22.85633067
Hey Mambo Sultry Red,129.9,21.5704388
Hidalgo Gobernador Oloroso S,899.7,82.34078026
Hidden Crush Cab Svgn C Cst,1048.95,32.35521236
Hideyoshi Namacho Honjozo Sa,4437.56,31.3325341
Hidlago Morenita Crm Sherry,5572.71,28.51449295
Hidlago Panesa Fino Sherry,4280.94,23.85971305
High Note 1100 Meter Red,226.78,29.9409119
High Valley Svgn Bl 13 Lake,7988.29,95.18057056
Higher Ground Pinot Noir,3429.36,28.70039891
Highland Park Odin,3149.91,91.58261665
Hillinger Leitheberg Blaufra,259.87,8.892907992
Hillinger Secco Sparkling,332.31,33.79073756
Hiram Walker Cr de Cacao Br,1500.49,19.84618358
Hiram Walker Cr de Cacao Wh,1251.79,19.89231421
Hiram Walker Creme de Cassis,1956.44,24.5307804
Hiram Walker Mango,629.4,14.0943756
Hiram Walker Peppermint Schn,52.74,22.52559727
Hiram Walker Triple Sec,1576.84,29.42213541
Hirsch Gruner Veltliner,1443.24,27.77084892
Hob Nob Malbec VDP D'Oc,3556.38,56.36630506
Hob Nob Wicked Red,6362.54,56.71304228
Hob Nob Wicked Red Ltd Ed,509.49,69.23982806
Hobbs Crossbarn Pnt Nr RRV,2735.24,99.12292888
Hobo Znfdl Dry Creek,959.52,32.86643322
Hogue Cab Svgn Columbia,2303.84,31.01604278
Hogue Cellars Chard Wash,1161.71,89.79693727
Hogue Cellars Rsl Wash,7521.83,43.48130708
Hogue Cellars WA Svgn Bl,1514.53,23.04939486
Hogue Clrs Merlot Wash,632.39,36.77319376
Hogue Clrs Pnt Gris Columbia,411.64,32.30978525
Hogue Genesis Meritage,9212.5,36.0238806
Hogue Lt Harvest Clmb Wh Rsl,4711.53,32.78361806
Hogwash Rose,944.37,62.90860574
Homericon Mastiha,399.8,3.56178089
Honeymaker Spiced Mead,792.39,79.90635924
Honig Cab Svgn,799.9,27.15714464
Honoro Vera Jumilla Rose,215.76,31.47942158
Honoro Vera Merlot Jumilla,543.36,11.56507656
Honoro Vera Organic Jumilla,908.43,55.69499026
Hoopes Oakville Cab Svgn,4139.31,15.69392
Hopler Pnt Bl,2099.79,18.50994623
Hornitos Spiced Honey Liquer,4731.56,75.11307053
House of Stuart Scotch,119.88,27.52752753
Howling Moon Pnt Grigio Lodi,459.54,30.85259172
Howling Moon Pnt Nr N Cst,2798,27.3080772
Hpnotiq Harmonie,799.6,86.47073537
Hpnotiq Sparkle,4477.76,59.29080612
Huber Gruner Veltliner Trais,475.72,17.06045573
Huber Hugo Gruner Veltliner,8741.4,40.22650834
Hudson Bay Bourbon,3049.32,70.51801713
Hugel Les Amours Pnt Bl,4746.22,42.0781169
Humberto Canale Malbec Est,1163.03,23.46715046
I Lauri Spumante Brut Rose,7884.93,9.887849353
I Lauri Tavo Pnt Grigio,6754.05,13.43564232
I Lauri Trebbiano d'Abruzzo,371.64,40.71682273
I'm Bananas Over You,149.7,36.99398798
Ice Fox Vodka,6569.4,6.945839803
Il Cavaliere Pnt Grigio,1091.09,24.92095061
Il Colle Prosecco Brut,203.88,31.01824603
Il Donato Pnt Grigio Daunia,609.39,30.17279575
Il Donato Vino Rosso Puglia,227.76,35.51106428
Il Poggio Sangiovese Rubico,167.88,35.0964975
Il Poggione Monalcino Rsv 07,2552.77,91.24597986
Il Poggione Rosso Montalcino,6783.39,13.47246731
Il Poggione di Montalcino,715.96,83.65970166
Ilauri Bajo Montplc d'Abruzo,539.7,45.91439689
Immersion Red,94.95,33.75460769
Imperial Blended Whiskey,224.82,26.98158527
Inglenook Cask Cab Svgn,5989.22,58.53900842
Inglenook Rubicon 09,9132.47,56.98841606
Inkblot Cab Franc,6481.15,81.91987533
Inman Family Endless Crush,1259.55,88.41729189
Inman Family Pnt Nr RRV Sono,335.88,31.97570561
Innocenti Vignalsole Rosso,5896.74,13.51153349
Insomnia Pnt Grigio,233.74,10.66997519
Intrinsic Cab Svgn,2838.58,32.86643322
Iris Vineyard Pnt Nr,6936.53,23.87721238
Irishman Cream Liqueur,129.9,68.00615858
Iron Horse Est Brut Rose,1722.39,44.52940391
Iron Horse Est Chard,2968.94,76.24606762
Iron Horse Wedding Cuvee,350.91,16.76498247
Ironside Cab Svgn,608.57,26.56884171
Irony Chard Napa,594.3,43.20040384
Islay Mist 8 Yr Old Scotch,213.87,83.74246037
Itami Onigoroshi Junmal Shu,3140.07,22.77688077
J & B Scotch,149.94,25.37014806
